x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
11915.700195	8739.648438	11.000000	11.000000	0	33	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	32	1	0	0.000000	0.000000	0.000000	32	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
11958.606445	8747.814453	11.000000	11.000000	0	34	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	33	1	0	0.000000	0.000000	0.000000	33	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12001.512695	8755.981445	11.000000	11.000000	0	35	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	34	1	0	0.000000	0.000000	0.000000	34	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12044.418945	8764.148438	11.000000	11.000000	0	36	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	35	1	0	0.000000	0.000000	0.000000	35	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12087.325195	8772.315430	11.000000	11.000000	0	37	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	36	1	0	0.000000	0.000000	0.000000	36	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12130.231445	8780.482422	11.000000	11.000000	0	38	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	37	1	0	0.000000	0.000000	0.000000	37	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12173.137695	8788.649414	11.000000	11.000000	0	39	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	38	1	0	0.000000	0.000000	0.000000	38	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12216.043945	8796.815430	11.000000	11.000000	0	40	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	39	1	0	0.000000	0.000000	0.000000	39	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12258.950195	8804.982422	11.000000	11.000000	0	41	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	40	1	0	0.000000	0.000000	0.000000	40	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12301.856445	8813.149414	11.000000	11.000000	0	42	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	41	1	0	0.000000	0.000000	0.000000	41	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12344.762695	8821.316406	11.000000	11.000000	0	43	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	42	1	0	0.000000	0.000000	0.000000	42	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12387.668945	8829.483398	11.000000	11.000000	0	44	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	43	1	0	0.000000	0.000000	0.000000	43	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12430.575195	8837.650391	11.000000	11.000000	0	45	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	44	1	0	0.000000	0.000000	0.000000	44	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12473.481445	8845.816406	11.000000	11.000000	0	46	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	45	1	0	0.000000	0.000000	0.000000	45	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12516.387695	8853.983398	11.000000	11.000000	0	47	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	46	1	0	0.000000	0.000000	0.000000	46	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12559.293945	8862.150391	11.000000	11.000000	0	48	255	13	0	3	0	10542.700195	8478.309570	2016.593750	383.840820	48	1	47	1	0	0.000000	0.000000	0.000000	47	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
10577.056641	8512.686523	11.000000	11.000000	0	49	255	13	0	4	0	10577.056641	8512.686523	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	48	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
10685.907227	8512.686523	11.000000	11.000000	0	50	255	13	0	4	0	10685.907227	8512.686523	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	49	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
10794.757813	8661.639648	11.000000	11.000000	0	51	255	13	0	4	0	10794.757813	8661.639648	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	50	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
10920.794922	8632.994141	11.000000	11.000000	0	52	255	13	0	4	0	10920.794922	8632.994141	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	51	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11069.747070	8621.536133	11.000000	11.000000	0	53	255	13	0	4	0	11069.747070	8621.536133	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	52	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11224.429688	8667.368164	11.000000	11.000000	0	54	255	13	0	4	0	11224.429688	8667.368164	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	53	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11384.839844	8661.639648	11.000000	11.000000	0	55	255	13	0	4	0	11384.839844	8661.639648	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	54	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11487.960938	8701.742188	11.000000	11.000000	0	56	255	13	0	4	0	11487.960938	8701.742188	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	55	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11562.437500	8684.554688	11.000000	11.000000	0	57	255	13	0	4	0	11562.437500	8684.554688	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	56	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11619.727539	8615.807617	11.000000	11.000000	0	58	255	13	0	4	0	11619.727539	8615.807617	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	57	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11677.016602	8638.723633	11.000000	11.000000	0	59	255	13	0	4	0	11677.016602	8638.723633	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	58	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11711.390625	8655.910156	11.000000	11.000000	0	60	255	13	0	4	0	11711.390625	8655.910156	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	59	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11722.848633	8718.928711	11.000000	11.000000	0	61	255	13	0	4	0	11722.848633	8718.928711	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	60	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11774.409180	8741.844727	11.000000	11.000000	0	62	255	13	0	4	0	11774.409180	8741.844727	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	61	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11797.325195	8673.096680	11.000000	11.000000	0	63	255	13	0	4	0	11797.325195	8673.096680	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	62	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11814.511719	8598.621094	11.000000	11.000000	0	64	255	13	0	4	0	11814.511719	8598.621094	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	63	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11871.801758	8518.415039	11.000000	11.000000	0	65	255	13	0	4	0	11871.801758	8518.415039	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	64	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11888.988281	8655.910156	11.000000	11.000000	0	66	255	13	0	4	0	11888.988281	8655.910156	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	65	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11986.380859	8701.742188	11.000000	11.000000	0	67	255	13	0	4	0	11986.380859	8701.742188	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	66	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
11980.651367	8781.947266	11.000000	11.000000	0	68	255	13	0	4	0	11980.651367	8781.947266	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	67	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
