x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
35511.562500	27912.419922	11.000000	11.000000	0	64	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	63	0	0	0.000000	0.000000	0.000000	63	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35561.562500	27912.419922	11.000000	11.000000	0	65	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	64	0	0	0.000000	0.000000	0.000000	64	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35611.562500	27912.419922	11.000000	11.000000	0	66	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	65	0	0	0.000000	0.000000	0.000000	65	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35661.562500	27912.419922	11.000000	11.000000	0	67	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	66	0	0	0.000000	0.000000	0.000000	66	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35711.562500	27912.419922	11.000000	11.000000	0	68	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	67	0	0	0.000000	0.000000	0.000000	67	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35761.562500	27912.419922	11.000000	11.000000	0	69	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	68	0	0	0.000000	0.000000	0.000000	68	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35811.562500	27912.419922	11.000000	11.000000	0	70	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	69	0	0	0.000000	0.000000	0.000000	69	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35861.562500	27912.419922	11.000000	11.000000	0	71	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	70	0	0	0.000000	0.000000	0.000000	70	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35911.562500	27912.419922	11.000000	11.000000	0	72	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	71	0	0	0.000000	0.000000	0.000000	71	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
35961.562500	27912.419922	11.000000	11.000000	0	73	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	72	0	0	0.000000	0.000000	0.000000	72	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36011.562500	27912.419922	11.000000	11.000000	0	74	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	73	0	0	0.000000	0.000000	0.000000	73	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36061.562500	27912.419922	11.000000	11.000000	0	75	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	74	0	0	0.000000	0.000000	0.000000	74	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36111.562500	27912.419922	11.000000	11.000000	0	76	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	75	0	0	0.000000	0.000000	0.000000	75	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36161.562500	27912.419922	11.000000	11.000000	0	77	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	76	0	0	0.000000	0.000000	0.000000	76	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
